,reactions,new_reaction,solved_by,confidence,modifiers,issue
517,O=C(OC(C)=O)C.OC(/C=C\C(NC1=CC=CC=C1)=O)=O>>O=C2N(C3=CC=CC=C3)C(C=C2)=O.O=C(O)C.O=C(O)C,O=C(OC(C)=O)C.OC(/C=C\C(NC1=CC=CC=C1)=O)=O>>O=C2N(C3=CC=CC=C3)C(C=C2)=O.O=C(O)C.O=C(O)C,,,[],
518,CC1=CC=CC(C)=N1.SCCCSC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.CC(C)([Si](C)(OCCl)C)C>>CC(C)([Si](C)(OCSCCCSC(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C)C.CC8=[NH+]C(C)=CC=C8.[Cl-],CC1=CC=CC(C)=N1.SCCCSC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.CC(C)([Si](C)(OCCl)C)C>>CC(C)([Si](C)(OCSCCCSC(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C)C.CC8=[NH+]C(C)=CC=C8.[Cl-],,,[],
519,CC(C)([O-])C.CC(C)([Si](C)(OCCl)C)C.OCCS>>CC(C)([Si](C)(OCSCCO)C)C.CC(C)(O)C.[Cl-],CC(C)([O-])C.CC(C)([Si](C)(OCCl)C)C.OCCS>>CC(C)([Si](C)(OCSCCO)C)C.CC(C)(O)C.[Cl-],,,[],
520,ClS(Cl)=O.CS(=O)(O)=O>>CS(=O)(Cl)=O.O=S=O.[H]Cl,ClS(Cl)=O.CS(=O)(O)=O>>CS(=O)(Cl)=O.O=S=O.[H]Cl,,,[],
521,CC(=C)C(C)=C.O=C1C=CC(=O)C2=C1C=CC=C2>>[H][C@@]12CC(C)=C(C)C[C@]1([H])C(=O)C1=CC=CC=C1C2=O,CC(=C)C(C)=C.O=C1C=CC(=O)C2=C1C=CC=C2>>[H][C@@]12CC(C)=C(C)C[C@]1([H])C(=O)C1=CC=CC=C1C2=O,,,[],
522,O=C(C)CC(OC)OC.CNC>>O=C(C)/C=C/N(C)C.OC.OC,O=C(C)CC(OC)OC.CNC>>O=C(C)/C=C/N(C)C.OC.OC,,,[],
523,N#CCC1=CC(OC)=C(OC)C=C1.CNC>>N=C(N(C)C)CC2=CC(OC)=C(OC)C=C2,N#CCC1=CC(OC)=C(OC)C=C1.CNC>>N=C(N(C)C)CC2=CC(OC)=C(OC)C=C2,,,[],
524,CC(C)[N-]C(C)C.CCCCCCCCCC(OCC)=O.Cl[Si](C1=CC=CC=C1)(C)C2=CC=CC=C2>>CC(C)NC(C)C.CCCCCCCCC([Si](C3=CC=CC=C3)(C)C4=CC=CC=C4)C(OCC)=O.[Cl-],CC(C)[N-]C(C)C.CCCCCCCCCC(OCC)=O.Cl[Si](C1=CC=CC=C1)(C)C2=CC=CC=C2>>CC(C)NC(C)C.CCCCCCCCC([Si](C3=CC=CC=C3)(C)C4=CC=CC=C4)C(OCC)=O.[Cl-],,,[],
525,OC1=C(C2=C(C=CC=C3)C3=CC=C2O)C4=C(C=CC=C4)C=C1.ClP(Cl)Cl.C5(C=CC=C6)=C6C=CC(C=CC=C7)=C7[N-]5>>C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OP(N5C6=C(C=CC=C6)C=CC7=C5C=CC=C7)O8)=C8C=C1.Cl.Cl.[Cl-],OC1=C(C2=C(C=CC=C3)C3=CC=C2O)C4=C(C=CC=C4)C=C1.ClP(Cl)Cl.C5(C=CC=C6)=C6C=CC(C=CC=C7)=C7[N-]5>>C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OP(N5C6=C(C=CC=C6)C=CC7=C5C=CC=C7)O8)=C8C=C1.Cl.Cl.[Cl-],,,[],
526,F/C(F)=C(CCCC)\C1=CC=CC=C1NS(C2=CC=C(C)C=C2)(=O)=O.[H-]>>FC3=C(CCCC)C4=CC=CC=C4N3S(C5=CC=C(C)C=C5)(=O)=O.[H][H].[F-],F/C(F)=C(CCCC)\C1=CC=CC=C1NS(C2=CC=C(C)C=C2)(=O)=O.[H-]>>FC3=C(CCCC)C4=CC=CC=C4N3S(C5=CC=C(C)C=C5)(=O)=O.[H][H].[F-],,,[],
527,BrBr.CC12C(C)(O2)CC=CC1>>CC34C(C)(O4)CC(Br)C(Br)C3,BrBr.CC12C(C)(O2)CC=CC1>>CC34C(C)(O4)CC(Br)C(Br)C3,,,[],
528,CN.ClC1=CC=C(CC(O)=O)C=C1.ClS(Cl)=O>>ClC2=CC=C(CC(NC)=O)C=C2.O=S=O.[H]Cl.[H]Cl,CN.ClC1=CC=C(CC(O)=O)C=C1.ClS(Cl)=O>>ClC2=CC=C(CC(NC)=O)C=C2.O=S=O.[H]Cl.[H]Cl,,,[],
529,CCCC(CCC=C(C)C)(C=O)C1=C(Br)C=CC=C1>>CCCC1(CCC=C(C)C)C(=O)C2=CC=CC=C12.Br,CCCC(CCC=C(C)C)(C=O)C1=C(Br)C=CC=C1>>CCCC1(CCC=C(C)C)C(=O)C2=CC=CC=C12.Br,,,[],
530,NC1=C(I)C=CC=C1.COC2OC(OC)CC2>>IC3=CC=CC=C3N4C=CC=C4.CO.CO.O,NC1=C(I)C=CC=C1.COC2OC(OC)CC2>>IC3=CC=CC=C3N4C=CC=C4.CO.CO.O,,,[],
531,IC1=CC=CC=C1N2C=CC=C2.C#CC>>CC#CC3=CC=CC=C3N4C=CC=C4.I,IC1=CC=CC=C1N2C=CC=C2.C#CC>>CC#CC3=CC=CC=C3N4C=CC=C4.I,,,[],
532,CC(OC(N1CCCCC1)=O)(C)C.BrC2=CC(OC)=CC=C2>>COC3=CC=CC(C4CN(C(OC(C)(C)C)=O)CCC4)=C3.Br,CC(OC(N1CCCCC1)=O)(C)C.BrC2=CC(OC)=CC=C2>>COC3=CC=CC(C4CN(C(OC(C)(C)C)=O)CCC4)=C3.Br,,,[],
533,C#C[Si](C)(C)C.C=CC(CC)=O>>O=C(CC)CCC#C[Si](C)(C)C,C#C[Si](C)(C)C.C=CC(CC)=O>>O=C(CC)CCC#C[Si](C)(C)C,,,[],
534,O=C(OC)C1=CC=CC=C1.CCCCCCN>>O=C(NCCCCCC)C2=CC=CC=C2.OC,O=C(OC)C1=CC=CC=C1.CCCCCCN>>O=C(NCCCCCC)C2=CC=CC=C2.OC,,,[],
535,NCC1=CC=CC=C1.O=C(OC)[C@H](CC(C)C)NC(OC(C)(C)C)=O>>O=C(NCC2=CC=CC=C2)[C@H](CC(C)C)NC(OC(C)(C)C)=O.CO,NCC1=CC=CC=C1.O=C(OC)[C@H](CC(C)C)NC(OC(C)(C)C)=O>>O=C(NCC2=CC=CC=C2)[C@H](CC(C)C)NC(OC(C)(C)C)=O.CO,,,[],
536,O=C(O)C1=CC2=CC=CC=C2C=C1O.CI.CI>>O=C(OC)C3=CC4=CC=CC=C4C=C3OC.I.I,O=C(O)C1=CC2=CC=CC=C2C=C1O.CI.CI>>O=C(OC)C3=CC4=CC=CC=C4C=C3OC.I.I,,,[],
537,C[C@H](N)[C@H](O)C1=CC=CC=C1.BrCCCCBr>>C[C@H](N2CCCC2)[C@H](O)C3=CC=CC=C3.Br.Br,C[C@H](N)[C@H](O)C1=CC=CC=C1.BrCCCCBr>>C[C@H](N2CCCC2)[C@H](O)C3=CC=CC=C3.Br.Br,,,[],
538,C1=CC=CC1.C2C=C2>>C34C=CC(C5C4C5)C3,C1=CC=CC1.C2C=C2>>C34C=CC(C5C4C5)C3,,,[],
539,O=CC1=CC=CC=C1.NC2=CC=C(OC)C=C2>>COC3=CC=C(/N=C/C4=CC=CC=C4)C=C3.O,O=CC1=CC=CC=C1.NC2=CC=C(OC)C=C2>>COC3=CC=C(/N=C/C4=CC=CC=C4)C=C3.O,,,[],
540,CSC1=CC=CC=C1.OO>>CS(C2=CC=CC=C2)=O.O,CSC1=CC=CC=C1.OO>>CS(C2=CC=CC=C2)=O.O,,,[],
541,C[C@H](N)C1=CC=CC=C1.BrCC#N>>C[C@H](NCC#N)C2=CC=CC=C2.Br,C[C@H](N)C1=CC=CC=C1.BrCC#N>>C[C@H](NCC#N)C2=CC=CC=C2.Br,,,[],
542,COC1=C(OC)C(C=CC=C2)=C2C3=C1C=CC=C3.CC(Cl)=O.CC(Cl)=O>>COC4=C(OC)C(C=CC(C(C)=O)=C5)=C5C6=C4C=CC(C(C)=O)=C6.Cl.Cl,COC1=C(OC)C(C=CC=C2)=C2C3=C1C=CC=C3.CC(Cl)=O.CC(Cl)=O>>COC4=C(OC)C(C=CC(C(C)=O)=C5)=C5C6=C4C=CC(C(C)=O)=C6.Cl.Cl,,,[],
543,O=C1OC(C2CC=CCC21)=O.OCC.CCO>>O=C(OCC)C3C(C(OCC)=O)CC=CC3.O,O=C1OC(C2CC=CCC21)=O.OCC.CCO>>O=C(OCC)C3C(C(OCC)=O)CC=CC3.O,,,[],
544,O=C(OCC)C1C(C(OCC)=O)CC=CC1.[H][H]>>O=C(OCC)C2C(C(OCC)=O)CCCC2,O=C(OCC)C1C(C(OCC)=O)CC=CC1.[H][H]>>O=C(OCC)C2C(C(OCC)=O)CCCC2,,,[],
545,NC1=CC=CC=C1.OC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4>>NC5=CC=C(C(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)C=C5.O,NC1=CC=CC=C1.OC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4>>NC5=CC=C(C(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)C=C5.O,,,[],
546,NC1=CC=C(I)C=C1F.CC(CCC(C)=O)=O>>FC2=CC(I)=CC=C2N3C(C)=CC=C3C.O.O,NC1=CC=C(I)C=C1F.CC(CCC(C)=O)=O>>FC2=CC(I)=CC=C2N3C(C)=CC=C3C.O.O,,,[],
547,CC1(CO)COC1.CC2=CC=C(S(=O)(Cl)=O)C=C2>>CC3(COS(C4=CC=C(C)C=C4)(=O)=O)COC3.Cl,CC1(CO)COC1.CC2=CC=C(S(=O)(Cl)=O)C=C2>>CC3(COS(C4=CC=C(C)C=C4)(=O)=O)COC3.Cl,,,[],
548,BrC1=CC=CC=C1.O=C(CC2)OC2=O>>BrC3=CC=C(C(CCC(O)=O)=O)C=C3,BrC1=CC=CC=C1.O=C(CC2)OC2=O>>BrC3=CC=C(C(CCC(O)=O)=O)C=C3,,,[],
549,O=C1N(C(OC)C)C(C2=CC=CC=C2)C(C3=CC=CC=C3)O1>>O=C4N(C=C)C(C5=CC=CC=C5)C(C6=CC=CC=C6)O4.OC,O=C1N(C(OC)C)C(C2=CC=CC=C2)C(C3=CC=CC=C3)O1>>O=C4N(C=C)C(C5=CC=CC=C5)C(C6=CC=CC=C6)O4.OC,,,[],
550,O=C1C=CCCC1.II>>O=C2C(I)=CCCC2.I[H],O=C1C=CCCC1.II>>O=C2C(I)=CCCC2.I[H],,,[],
551,CC=O.C=CC(OC)=O>>CC(O)C(C(OC)=O)=C,CC=O.C=CC(OC)=O>>CC(O)C(C(OC)=O)=C,,,[],
552,O=C(/C(Br)=C/Br)OCC.C#C[Si](C)(C)C>>O=C(/C(Br)=C/C#C[Si](C)(C)C)OCC.[H]Br,O=C(/C(Br)=C/Br)OCC.C#C[Si](C)(C)C>>O=C(/C(Br)=C/C#C[Si](C)(C)C)OCC.[H]Br,,,[],
553,OCCOCCN.CC(OC(C)=O)=O>>CC(O)=O.OCCOCCNC(C)=O,OCCOCCN.CC(OC(C)=O)=O>>CC(O)=O.OCCOCCNC(C)=O,,,[],
554,SCCS.ClC(CCl)=O>>O=C1CSCCS1.[H]Cl.[H]Cl,SCCS.ClC(CCl)=O>>O=C1CSCCS1.[H]Cl.[H]Cl,,,[],
555,NC(C[C@@H](C(O)=O)N)=O.CC(C)(C)C=O.ClC(OC)=O>>O=C1N[C@H](C(C)(C)C)N(C(OC)=O)[C@H](C(O)=O)C1.Cl.O,NC(C[C@@H](C(O)=O)N)=O.CC(C)(C)C=O.ClC(OC)=O>>O=C1N[C@H](C(C)(C)C)N(C(OC)=O)[C@H](C(O)=O)C1.Cl.O,,,[],
556,CCC(Cl)=O.C1COCCN1>>O=C(CC)N2CCOCC2.Cl,CCC(Cl)=O.C1COCCN1>>O=C(CC)N2CCOCC2.Cl,,,[],
557,CCCCCC#C.ClC(Cl)=C>>ClC(C#CCCCCC)=C.Cl,CCCCCC#C.ClC(Cl)=C>>ClC(C#CCCCCC)=C.Cl,,,[],
558,CC1=CC=C(S(OC2CCC2)(=O)=O)C=C1>>CC3=CC=C(S(=O)(O)=O)C=C3.C4CC=C4,CC1=CC=C(S(OC2CCC2)(=O)=O)C=C1>>CC3=CC=C(S(=O)(O)=O)C=C3.C4CC=C4,,,[],
559,CC(C1=CC=NC=C1)=O.NO>>C/C(C2=CC=NC=C2)=N/O.O,CC(C1=CC=NC=C1)=O.NO>>C/C(C2=CC=NC=C2)=N/O.O,,,[],
560,C/C(C1=CC=NC=C1)=N/O.CC2=CC=C(S(=O)(Cl)=O)C=C2>>C/C(C3=CC=NC=C3)=N/OS(C4=CC=C(C)C=C4)(=O)=O.Cl,C/C(C1=CC=NC=C1)=N/O.CC2=CC=C(S(=O)(Cl)=O)C=C2>>C/C(C3=CC=NC=C3)=N/OS(C4=CC=C(C)C=C4)(=O)=O.Cl,,,[],
561,CCCCCCC(C=C)OC(CC(C)=O)=O>>CCCCCC/C=C/CC(C(C)=O)C(O)=O,CCCCCCC(C=C)OC(CC(C)=O)=O>>CCCCCC/C=C/CC(C(C)=O)C(O)=O,,,[],
562,COCN(C[Si](C)(C)C)CC1=CC=CC=C1.O=C(C=C2)N(C3=CC=CC=C3)C2=O>>O=C(C4C5CN(CC6=CC=CC=C6)C4)N(C7=CC=CC=C7)C5=O.C[Si](C)(OC)C,COCN(C[Si](C)(C)C)CC1=CC=CC=C1.O=C(C=C2)N(C3=CC=CC=C3)C2=O>>O=C(C4C5CN(CC6=CC=CC=C6)C4)N(C7=CC=CC=C7)C5=O.C[Si](C)(OC)C,,,[],
563,OC(C=C1)=CC=C1C2=CC=CC=C2.ClC3=NN=NN3C4=CC=CC=C4>>C5(C6=CC=C(OC7=NN=NN7C8=CC=CC=C8)C=C6)=CC=CC=C5.Cl,OC(C=C1)=CC=C1C2=CC=CC=C2.ClC3=NN=NN3C4=CC=CC=C4>>C5(C6=CC=C(OC7=NN=NN7C8=CC=CC=C8)C=C6)=CC=CC=C5.Cl,,,[],
564,CC1CCCCC1=O.CC(OC(C)=O)=O>>CC2=C(OC(C)=O)CCCC2.CC(O)=O,CC1CCCCC1=O.CC(OC(C)=O)=O>>CC2=C(OC(C)=O)CCCC2.CC(O)=O,,,[],
565,O=C1C(Br)=CC(Br)(Br)C=C1Br.CN(C)C2=CC(C(F)(F)F)=CC=C2>>OC3=C(Br)C=C(Br)C=C3Br.CN(C)C4=CC(C(F)(F)F)=C(Br)C=C4,O=C1C(Br)=CC(Br)(Br)C=C1Br.CN(C)C2=CC(C(F)(F)F)=CC=C2>>OC3=C(Br)C=C(Br)C=C3Br.CN(C)C4=CC(C(F)(F)F)=C(Br)C=C4,,,[],
566,CC(C(C)C)=O.BrBr>>O=C(C(C)C)CBr.Br,CC(C(C)C)=O.BrBr>>O=C(C(C)C)CBr.Br,,,[],
567,O=C(CC1)N(Br)C1=O.C2(/C=C/C3=CC=CC=C3)=CC=CC=C2.O>>Br[C@@]([H])(C4=CC=CC=C4)[C@@]([H])(C5=CC=CC=C5)O.O=C(CC6)N([H])C6=O,O=C(CC1)N(Br)C1=O.C2(/C=C/C3=CC=CC=C3)=CC=CC=C2.O>>Br[C@@]([H])(C4=CC=CC=C4)[C@@]([H])(C5=CC=CC=C5)O.O=C(CC6)N([H])C6=O,,,[],
568,CI.C12=CC=CC=C1NC=C2>>CN3C=CC4=CC=CC=C43.I,CI.C12=CC=CC=C1NC=C2>>CN3C=CC4=CC=CC=C43.I,,,[],
569,O=CC1=CC=CO1.N#CCC(O)=O>>N#C/C=C/C2=CC=CO2.O=C=O.O,O=CC1=CC=CO1.N#CCC(O)=O>>N#C/C=C/C2=CC=CO2.O=C=O.O,,,[],
570,O=CC1=CC=CC=C1.O=CC2=CC=CC=C2.CC(C)=O>>O=C(/C=C/C3=CC=CC=C3)/C=C/C4=CC=CC=C4.O.O,O=CC1=CC=CC=C1.O=CC2=CC=CC=C2.CC(C)=O>>O=C(/C=C/C3=CC=CC=C3)/C=C/C4=CC=CC=C4.O.O,,,[],
571,CCCC/C=C/C.O=C(CC1)N(Br)C1=O>>CCCC(Br)/C=C/C.O=C(CC2)NC2=O,CCCC/C=C/C.O=C(CC1)N(Br)C1=O>>CCCC(Br)/C=C/C.O=C(CC2)NC2=O,,,[],
572,C(C#N)C1=CC=CC=C1.O=C(OC)OC>>CC(C#N)C1=CC=CC=C1.CO.O=C=O,C(C#N)C1=CC=CC=C1.O=C(OC)OC>>CC(C#N)C1=CC=CC=C1.CO.O=C=O,,,[],
573,O=C(C1=CC=CC=C1)NCC(O)=O.CC(OC(C)=O)=O>>O=C2CN=C(C3=CC=CC=C3)O2.OC(C)=O.OC(C)=O,O=C(C1=CC=CC=C1)NCC(O)=O.CC(OC(C)=O)=O>>O=C2CN=C(C3=CC=CC=C3)O2.OC(C)=O.OC(C)=O,,,[],
574,ClC(C1CCCCC1)=O.ClC(C2CCCCC2)=O>>O=C3C4(CCCCC4)C(C35CCCCC5)=O.Cl.Cl,ClC(C1CCCCC1)=O.ClC(C2CCCCC2)=O>>O=C3C4(CCCCC4)C(C35CCCCC5)=O.Cl.Cl,,,[],
575,BrBr.C12=CC=CC3=C1C(C(C=C3)=CC=C4)=C4C=C2>>BrC5=CC=C(C=C6)C7=C5C=CC8=CC=CC6=C87.Br,BrBr.C12=CC=CC3=C1C(C(C=C3)=CC=C4)=C4C=C2>>BrC5=CC=C(C=C6)C7=C5C=CC8=CC=CC6=C87.Br,,,[],
576,CCCCCC/C=C\CCCCCC(OCC1OC(C)(C)OC1)=O.O>>CCCCCC/C=C\CCCCCC(OCC(CO)O)=O.CC(C)=O,CCCCCC/C=C\CCCCCC(OCC1OC(C)(C)OC1)=O.O>>CCCCCC/C=C\CCCCCC(OCC(CO)O)=O.CC(C)=O,,,[],
577,ClC1=CC(Cl)=C(C=CC=C2)C2=N1.N[C@H]3[C@H](N)CCCC3.ClC4=CC(Cl)=C(C=CC=C5)C5=N4>>ClC6=C(C=CC=C7)C7=NC(N[C@@H]8CCCC[C@H]8NC9=CC(Cl)=C(C=CC=C1)C1=N9)=C6.Cl.Cl,ClC1=CC(Cl)=C(C=CC=C2)C2=N1.N[C@H]3[C@H](N)CCCC3.ClC4=CC(Cl)=C(C=CC=C5)C5=N4>>ClC6=C(C=CC=C7)C7=NC(N[C@@H]8CCCC[C@H]8NC9=CC(Cl)=C(C=CC=C1)C1=N9)=C6.Cl.Cl,,,[],
578,O=C/C=C/C1=CC=CC=C1.NN>>N#N.C2(C3CC3)=CC=CC=C2.O,O=C/C=C/C1=CC=CC=C1.NN>>N#N.C2(C3CC3)=CC=CC=C2.O,,,[],
579,ClC(C1=CC=CC=C1)=O.C1=CC=CC=C1>>O=C(C1=CC=CC=C1)C2=CC=CC=C2.[H]Cl,ClC(C1=CC=CC=C1)=O.C1=CC=CC=C1>>O=C(C1=CC=CC=C1)C2=CC=CC=C2.[H]Cl,,,[],
580,O=C(C1=CC=CC=C1)C2=CC=CC=C2.C#CC1=CC=CC=C1>>OC(C1=CC=CC=C1)(C#CC2=CC=CC=C2)C3=CC=CC=C3,O=C(C1=CC=CC=C1)C2=CC=CC=C2.C#CC1=CC=CC=C1>>OC(C1=CC=CC=C1)(C#CC2=CC=CC=C2)C3=CC=CC=C3,,,[],
581,N[C@@H](CC1=CC=CC=C1)C(O)=O.CO>>N[C@@H](CC1=CC=CC=C1)C(OC)=O.[H]O[H],N[C@@H](CC1=CC=CC=C1)C(O)=O.CO>>N[C@@H](CC1=CC=CC=C1)C(OC)=O.[H]O[H],,,[],
582,N[C@@H](CC1=CC=CC=C1)C(OC)=O.C=CCBr>>O=C(OC)[C@@H](NCC=C)CC1=CC=CC=C1.[H]Br,N[C@@H](CC1=CC=CC=C1)C(OC)=O.C=CCBr>>O=C(OC)[C@@H](NCC=C)CC1=CC=CC=C1.[H]Br,,,[],
583,O=C(OC)[C@@H](NCC=C)CC1=CC=CC=C1.C#CCBr>>O=C(OC)[C@@H](N(CC#C)CC=C)CC1=CC=CC=C1.[H]Br,O=C(OC)[C@@H](NCC=C)CC1=CC=CC=C1.C#CCBr>>O=C(OC)[C@@H](N(CC#C)CC=C)CC1=CC=CC=C1.[H]Br,,,[],
584,NC1=CC=CC=C1N.O=C(OC)C(CC)=O>>OC1=NC2=CC=CC=C2N=C1CC.CO.[H]O[H],NC1=CC=CC=C1N.O=C(OC)C(CC)=O>>OC1=NC2=CC=CC=C2N=C1CC.CO.[H]O[H],,,[],
585,CC(C)/C=C/C(C)C.O=O>>CC(C)C=O.CC(C)C=O,CC(C)/C=C/C(C)C.O=O>>CC(C)C=O.CC(C)C=O,,,[],
586,O=C1NC(C2=CC=CC=C21)=O.COCCCl>>O=C1N(CCOC)C(C2=CC=CC=C21)=O.[H]Cl,O=C1NC(C2=CC=CC=C21)=O.COCCCl>>O=C1N(CCOC)C(C2=CC=CC=C21)=O.[H]Cl,,,[],
587,O=C1N(CCOC)C(C2=CC=CC=C21)=O.NN>>NCCOC.O=C1NNC(C2=CC=CC=C21)=O,O=C1N(CCOC)C(C2=CC=CC=C21)=O.NN>>NCCOC.O=C1NNC(C2=CC=CC=C21)=O,,,[],
588,C=CO[Li].ClC1=CC=C(C)C=C1>>[Li]OC1C2=CC(C)=CC=C2C1.[H]Cl,C=CO[Li].ClC1=CC=C(C)C=C1>>[Li]OC1C2=CC(C)=CC=C2C1.[H]Cl,,,[],
589,[Li]OC1C2=CC(C)=CC=C2C1>>C=C1C=CC(C)=C/C1=C\O[Li],[Li]OC1C2=CC(C)=CC=C2C1>>C=C1C=CC(C)=C/C1=C\O[Li],,,[],
590,O=CC1=CC=CC=C1.C=CCBr>>O[C@@H](CC=C)C1=CC=CC=C1.[H]Br,O=CC1=CC=CC=C1.C=CCBr.[H].[H]>>O[C@@H](CC=C)C1=CC=CC=C1Br,rule-based-method,,[],
591,O[C@@H](CC=C)C1=CC=CC=C1.ClC(N(C(C)C)C(C)C)=O>>C=CC[C@H](OC(N(C(C)C)C(C)C)=O)C1=CC=CC=C1.[H]Cl,O[C@@H](CC=C)C1=CC=CC=C1.ClC(N(C(C)C)C(C)C)=O>>C=CC[C@H](OC(N(C(C)C)C(C)C)=O)C1=CC=CC=C1.[H]Cl,,,[],
592,C=CC[C@H](OC(N(C(C)C)C(C)C)=O)C1=CC=CC=C1.CC(O1)(C)C(C)(C)OB1C2=CC=CC=C2>>C=CCC(C1=CC=CC=C1)(B2OC(C)(C)C(C)(C)O2)C3=CC=CC=C3.O=C=O.CC(C)NC(C)C,C=CC[C@H](OC(N(C(C)C)C(C)C)=O)C1=CC=CC=C1.CC(O1)(C)C(C)(C)OB1C2=CC=CC=C2>>C=CCC(C1=CC=CC=C1)(B2OC(C)(C)C(C)(C)O2)C3=CC=CC=C3.O=C=O.CC(C)NC(C)C,,,[],
593,C=CCC(C1=CC=CC=C1)(B2OC(C)(C)C(C)(C)O2)C3=CC=CC=C3.[H]O[H]>>C=CCC(C1=CC=CC=C1)C2=CC=CC=C2.CC1(C)C(C)(C)OB(O)O1,C=CCC(C1=CC=CC=C1)(B2OC(C)(C)C(C)(C)O2)C3=CC=CC=C3.[H]O[H]>>C=CCC(C1=CC=CC=C1)C2=CC=CC=C2.CC1(C)C(C)(C)OB(O)O1,,,[],
594,C=CCC(C1=CC=CC=C1)C2=CC=CC=C2.C12BC(CCC2)CCC1.OO>>OCCCC(C1=CC=CC=C1)C2=CC=CC=C2.OB1C2CCCC1CCC2,C=CCC(C1=CC=CC=C1)C2=CC=CC=C2.C12BC(CCC2)CCC1.OO>>OCCCC(C1=CC=CC=C1)C2=CC=CC=C2.OB1C2CCCC1CCC2,,,[],
595,OCCCC(C1=CC=CC=C1)C2=CC=CC=C2.O=O>>OC(CCC(C1=CC=CC=C1)C2=CC=CC=C2)=O.[H]O[H],OCCCC(C1=CC=CC=C1)C2=CC=CC=C2.O=O>>OC(CCC(C1=CC=CC=C1)C2=CC=CC=C2)=O.[H]O[H],,,[],
596,OC(CCC(C1=CC=CC=C1)C2=CC=CC=C2)=O>>O=C1C2=CC=CC=C2[C@H](C3=CC=CC=C3)CC1.[H]O[H],OC(CCC(C1=CC=CC=C1)C2=CC=CC=C2)=O>>O=C1C2=CC=CC=C2[C@H](C3=CC=CC=C3)CC1.[H]O[H],,,[],
597,O=C1C2=CC=CC=C2[C@H](C3=CC=CC=C3)CC1.CNO>>CN[C@@H]1C2=CC=CC=C2[C@H](C3=CC=CC=C3)CC1.O.O,O=C1C2=CC=CC=C2[C@H](C3=CC=CC=C3)CC1.CNO.[H].[H].[H].[H]>>CN[C@@H]1C2=CC=CC=C2[C@H](C3=CC=CC=C3)CC1.O.O,rule-based-method,,[],
598,O[C@@H]1COC([C@@H]1O)=O.CC(C)=O>>CC1(O[C@@H]2COC([C@@H]2O1)=O)C.O,O[C@@H]1COC([C@@H]1O)=O.CC(C)=O>>CC1(O[C@@H]2COC([C@@H]2O1)=O)C.O,,,[],
599,CC1(O[C@@H]2COC([C@@H]2O1)=O)C>>CC1(O[C@@H]2COC([C@@H]2O1)O)C,CC1(O[C@@H]2COC([C@@H]2O1)=O)C.[H].[H]>>CC1(O[C@@H]2COC([C@@H]2O1)O)C,rule-based-method,,[],
600,CC1(O[C@@H]2COC([C@@H]2O1)O)C.Br[Mg]C=C>>CC1(O[C@@H]([C@H]([C@H](C=C)O)O1)CO)C.Br[MgH],CC1(O[C@@H]2COC([C@@H]2O1)O)C.Br[Mg]C=C.[H].[H]>>CC1(O[C@@H]([C@H]([C@H](C=C)O)O1)CO)C.Br[MgH],rule-based-method,,[],
601,CC1(O[C@@H]([C@H]([C@H](C=C)O)O1)CO)C.CC(C)([Si](C)(Cl)C)C>>CC(C)([Si](C)(OC[C@H]1OC(C)(O[C@H]1[C@H](C=C)O)C)C)C.Cl,CC1(O[C@@H]([C@H]([C@H](C=C)O)O1)CO)C.CC(C)([Si](C)(Cl)C)C>>CC(C)([Si](C)(OC[C@H]1OC(C)(O[C@H]1[C@H](C=C)O)C)C)C.Cl,,,[],
602,COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO[Si](C)(C(C)(C)C)C)C)=O.O>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO)C)=O.O[Si](C)(C(C)(C)C)C,COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO[Si](C)(C(C)(C)C)C)C)=O.O>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO)C)=O.O[Si](C)(C(C)(C)C)C,,,[],
603,COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO)C)=O>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C=O)C)=O,COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO)C)=O.[O]>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C=O)C)=O.O,rule-based-method,,[],
604,COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C=O)C)=O.O>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C(O)=O)C)=O,COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C=O)C)=O.O.[O]>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C(O)=O)C)=O.O,rule-based-method,,[],
